churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
No,0.4541062801932367,0.0,0.0,0.0,0.41954419889502764,0.3846153846153847,0.41945967905748527,0.676056338028169,0.2616822429906542,0.6746411483253588,0.46819526627218927,0.6442307692307693,0.46792763157894746,0.6498105611330923,0.5283208335737187,0.6473450219260535,0.7564707973660301
No,0.2946859903381642,0.0,0.0,0.0,0.2955801104972376,0.21153846153846156,0.295551492992078,0.8969607116382505,0.27102803738317754,0.894736842105263,0.507766272189349,0.4903846153846154,0.5082236842105263,0.7103210649219539,0.602451640685868,0.7089304172400894,1.0
Yes,0.7729468599033816,0.0,0.0,0.0,0.5006906077348066,0.1826923076923077,0.500710948608572,0.9362490733876947,0.4672897196261681,0.9338842975206612,0.3509615384615384,0.7692307692307693,0.3511513157894737,0.16770857333108552,0.773976031629121,0.1687502604800201,1.0
No,0.40579710144927533,0.0,1.0,0.8392845117511682,0.556975138121547,0.8750000000000001,0.5569774527726996,0.7994810971089694,0.40186915887850466,0.7977381470204437,0.08727810650887569,0.2596153846153846,0.08717105263157895,0.7639189298145346,0.4406426982957874,0.7628569029410582,0.0
No,0.4444444444444444,0.0,0.0,0.0,0.5372928176795579,0.6346153846153847,0.5372740199065611,0.5670867309117864,0.5981308411214954,0.56589821661592,0.2363165680473372,0.701923076923077,0.23601973684210528,0.34677611711336337,0.33333333333333337,0.346804965609424,0.7564707973660301
No,0.3623188405797101,0.0,1.0,0.8881867130674567,0.5338397790055248,0.17307692307692313,0.5338208409506399,0.5470719051149,0.16822429906542052,0.5458895171813832,0.3698224852071004,0.576923076923077,0.3700657894736842,0.480605471051732,0.5283208335737187,0.4790102761160093,0.0
No,0.3478260869565217,0.0,0.0,0.0,0.6536602209944752,0.40384615384615385,0.6536664635384928,0.3495181616011861,0.38317757009345793,0.34884732492387993,0.47004437869822474,0.25,0.4703947368421053,0.702713204422056,0.19498750024038536,0.7004777185557671,0.0
No,0.7053140096618357,0.0,0.0,0.0,0.4143646408839779,0.6634615384615384,0.4143814747105423,0.6467753891771683,0.42990654205607476,0.6450630709003915,0.5292159763313609,0.8173076923076924,0.5296052631578948,0.524028835213017,0.4406426982957874,0.5216844417922781,0.0
Yes,0.36714975845410625,0.0,0.0,0.0,0.09426795580110496,0.3942307692307693,0.0942514726792606,0.38806523350630096,0.691588785046729,0.3871248368856024,0.5321745562130176,0.15384615384615385,0.5320723684210527,0.18686937225287892,0.602451640685868,0.18756027630516622,0.0
No,0.6231884057971014,0.0,0.0,0.0,0.5107044198895028,0.6153846153846155,0.5106642291285801,0.02853965900667163,0.48598130841121484,0.028708133971291877,0.4293639053254437,0.28846153846153844,0.4292763157894737,0.444830635807267,0.4406426982957874,0.4447484432886861,0.0
No,0.5314009661835748,0.0,0.0,0.0,0.26001381215469616,0.5288461538461539,0.2600040625634775,0.26723498888065234,0.514018691588785,0.26663766855154414,0.45821005917159746,0.548076923076923,0.4580592105263157,0.3193685950843089,0.602451640685868,0.3190932194750019,0.4425070493497598
No,0.6328502415458936,0.0,0.0,0.0,0.15883977900552487,0.3653846153846154,0.15884623197237452,0.6671608598962193,0.23364485981308408,0.665506742061766,0.6335059171597632,0.6442307692307693,0.634046052631579,0.5022510902566742,0.19498750024038536,0.5002785073145967,0.0
No,0.8357487922705313,0.0,0.0,0.0,0.3080110497237569,0.2692307692307693,0.3079423115986187,0.7853965900667161,0.6074766355140186,0.7833840800347978,0.684171597633136,0.6442307692307693,0.6842105263157895,0.8964778528888159,0.5283208335737187,0.896133581097745,0.7564707973660301
No,0.27053140096618356,0.0,1.0,0.9291204612744929,0.6142955801104972,0.6442307692307693,0.6142595978062158,0.46664195700518896,0.6074766355140186,0.4654197477163984,0.43269230769230754,0.6442307692307693,0.4325657894736843,0.444830635807267,0.33333333333333337,0.4447484432886861,0.0
No,0.25603864734299514,0.0,0.0,0.0,0.34254143646408847,0.24038461538461542,0.34247410115783056,0.3346923647146034,0.4953271028037382,0.3340582862113963,0.13461538461538453,0.1923076923076923,0.13404605263157895,0.8336862389946766,0.4406426982957874,0.8319224228389297,0.7564707973660301
No,0.09178743961352658,0.0,0.0,0.0,0.5348756906077348,0.5865384615384616,0.5348364818200284,0.715344699777613,0.34579439252336447,0.7137886037407568,0.42825443786982237,0.5192307692307693,0.428453947368421,0.22577753035745973,0.602451640685868,0.2257210637818848,0.0
No,0.2318840579710145,0.0,0.0,0.0,0.2907458563535912,0.6634615384615384,0.2906764168190128,0.5555967383246849,0.5794392523364487,0.5541539799913006,0.41789940828402355,0.40384615384615385,0.41776315789473684,0.560611566810983,0.0,0.5594702280665971,0.0
No,0.681159420289855,0.0,0.0,0.0,0.17161602209944754,0.451923076923077,0.17164330692667074,0.26501111934766486,0.1495327102803738,0.2644628099173554,0.6834319526627217,0.9615384615384616,0.6833881578947368,0.7948100042965663,0.602451640685868,0.7915074253276677,0.4425070493497598
No,0.357487922705314,0.0,0.0,0.0,0.6595303867403315,0.548076923076923,0.6595571805809465,0.5051890289103039,0.5607476635514017,0.5041322314049587,0.6675295857988164,0.48076923076923084,0.6677631578947368,0.5022510902566742,0.5283208335737187,0.5002785073145967,0.0
No,0.826086956521739,0.0,0.0,0.0,0.6108425414364641,0.701923076923077,0.6108064188502945,0.5033358042994811,0.6355140186915889,0.5023923444976076,0.8417159763313609,0.28846153846153844,0.8421052631578947,0.6724069049168652,0.8198105395457659,0.6696316316905065,0.7564707973660301
Yes,0.05314009661835748,0.0,0.0,0.0,0.7406767955801105,0.673076923076923,0.7406053219581555,0.6938472942920682,0.6728971962616823,0.692040017398869,0.7932692307692306,0.40384615384615385,0.7935855263157894,0.6124099540001144,0.33333333333333337,0.6113976681213192,0.0
No,0.27053140096618356,0.0,1.0,0.8206188887271375,0.4892955801104973,0.4423076923076923,0.4893357708714198,0.4810971089696071,0.2616822429906542,0.480208786428882,0.5465976331360947,0.6538461538461539,0.546875,0.3605845581238345,0.4406426982957874,0.35949847972716653,0.0
No,0.3429951690821256,0.0,1.0,0.9162011859404886,0.6384668508287293,0.3076923076923077,0.6384318504976639,0.5637509266123054,0.514018691588785,0.5624184428012179,0.32211538461538464,0.22115384615384615,0.3223684210526315,0.8336862389946766,0.602451640685868,0.8319224228389297,0.7564707973660301
No,0.16908212560386474,0.0,1.0,0.8649205849987094,0.3839779005524863,0.7692307692307693,0.38391224862888484,0.36063750926612304,0.308411214953271,0.35972161809482384,0.23520710059171596,0.5865384615384616,0.23519736842105268,0.8181011695070596,0.602451640685868,0.8174481131709587,0.0
No,0.3719806763285024,0.0,0.0,0.0,0.33045580110497247,0.15384615384615385,0.33048953889904525,0.5874722016308376,0.6448598130841121,0.5859069160504567,0.5994822485207101,0.576923076923077,0.5995065789473685,0.480605471051732,0.5283208335737187,0.4790102761160093,0.0
No,0.6521739130434782,0.0,1.0,0.8881867130674567,0.5828729281767956,0.5576923076923078,0.5827747308551695,0.4536693847294292,0.48598130841121484,0.45280556763810353,0.13313609467455617,0.5673076923076924,0.13322368421052636,0.5167550718764823,0.602451640685868,0.5163201585390791,0.7564707973660301
No,0.714975845410628,0.0,0.0,0.0,0.36360497237569067,0.4423076923076923,0.36359943124111316,0.765752409191994,0.4205607476635514,0.7638103523270987,0.4534023668639053,0.576923076923077,0.4531250000000001,0.560611566810983,0.773976031629121,0.5594702280665971,0.0
No,0.4685990338164251,0.0,0.0,0.0,0.31491712707182323,0.5192307692307693,0.3148486695104611,0.37657524091919947,0.35514018691588783,0.3758155719878208,0.4515532544378698,0.8365384615384616,0.4514802631578947,0.43772182521472247,0.19498750024038536,0.4368952526809159,0.7564707973660301
Yes,0.6473429951690821,0.0,1.0,0.9414092715765497,0.4765193370165746,0.35576923076923084,0.4765386959171237,0.5140845070422535,0.5607476635514017,0.5128316659417137,0.2089497041420118,0.28846153846153844,0.20888157894736845,0.8258879797970413,1.0,0.8232324806610046,0.0
No,0.15942028985507245,0.0,0.0,0.0,0.3097375690607735,0.326923076923077,0.30977046516351814,0.8042994810971089,0.4766355140186915,0.8025228360156589,0.9090236686390532,0.28846153846153844,0.9095394736842106,0.480605471051732,0.4406426982957874,0.4790102761160093,0.4425070493497598
No,0.7681159420289855,0.0,0.0,0.0,0.17506906077348067,0.27884615384615385,0.1750964858825919,0.371015567086731,0.5887850467289719,0.37016093953893003,0.4171597633136093,0.42307692307692313,0.4169407894736842,0.42355126929348863,0.4406426982957874,0.4212497931554102,0.7564707973660301
No,0.3043478260869565,0.0,0.0,0.0,0.4105662983425415,0.1826923076923077,0.4105220394068657,0.5952557449962935,0.6635514018691588,0.5937364071335364,0.7381656804733727,0.3653846153846154,0.7384868421052632,0.05146715733665472,0.33333333333333337,0.05339437951887968,0.0
No,0.2801932367149758,0.0,1.0,0.8481229852375862,0.29627071823204426,0.47115384615384615,0.2961608775137112,0.5478131949592291,0.4205607476635514,0.5467594606350586,0.36020710059171585,0.6538461538461539,0.36019736842105265,0.3744612329264122,0.5283208335737187,0.3748096725430593,0.4425070493497598
No,0.30917874396135264,0.0,0.0,0.0,0.6084254143646409,0.6923076923076924,0.6083688807637619,0.3610081541882876,0.7009345794392523,0.36015658982166165,0.2551775147928993,0.673076923076923,0.2549342105263158,0.7179413021834025,0.5283208335737187,0.7145750259092847,0.7564707973660301
No,0.681159420289855,0.0,0.0,0.0,0.5245165745856354,0.8173076923076924,0.5244769449522648,0.257227575982209,0.2523364485981308,0.25663331883427576,0.6527366863905324,0.7596153846153847,0.6529605263157895,0.29900098519030816,0.5283208335737187,0.2991273453707428,0.4425070493497598
Yes,0.5700483091787439,0.0,0.0,0.0,0.4281767955801105,0.6346153846153847,0.42819419053422714,0.6156412157153447,0.6542056074766356,0.6141800782949108,0.2866124260355028,0.41346153846153844,0.2861842105263158,0.3954017663169771,0.33333333333333337,0.39535682861128796,0.0
No,0.46376811594202894,0.0,1.0,0.8107403422607161,0.33874309392265195,0.8365384615384616,0.33861466585415395,0.5633802816901408,0.10280373831775697,0.5619834710743802,0.01812130177514787,0.29807692307692313,0.018092105263157937,0.5532668077147089,0.33333333333333337,0.551338801244861,0.0
No,0.2463768115942029,0.0,0.0,0.0,0.5414364640883979,0.576923076923077,0.5413365833841153,0.7583395107487028,0.45794392523364474,0.7564158329708568,0.632766272189349,0.375,0.6332236842105263,0.32619392904138583,0.5283208335737187,0.326621509131759,0.7564707973660301
No,0.28502415458937197,0.0,0.0,0.0,0.6405386740331491,0.08653846153846156,0.6404631322364411,0.5407709414381022,0.6355140186915889,0.539364941278817,0.6778846153846152,0.7788461538461539,0.6784539473684211,0.25876870237396776,0.33333333333333337,0.25968377687634714,0.0
No,0.043478260869565216,0.0,0.0,0.0,0.5214088397790055,0.6153846153846155,0.5214300223440991,0.46330615270570785,0.1775700934579439,0.4623749456285342,0.8028846153846154,0.08653846153846156,0.803453947368421,0.5827290469633031,0.602451640685868,0.5812447887186797,0.4425070493497598
No,0.4589371980676328,0.0,0.0,0.0,0.4319751381215469,0.6634615384615384,0.43185049766402595,0.7498146775389177,0.18691588785046725,0.7481513701609395,0.6020710059171597,0.1923076923076923,0.6019736842105263,0.4306286640479845,0.5283208335737187,0.42906232921968157,0.4425070493497598
Yes,0.4154589371980676,0.0,0.0,0.0,0.400207182320442,0.33653846153846156,0.40016250253910224,0.572646404744255,0.6448598130841121,0.571117877337973,0.5110946745562128,0.7596153846153847,0.5115131578947368,0.4590947471483524,0.33333333333333337,0.45788181121747384,0.0
No,0.38647342995169076,0.0,0.0,0.0,0.4848066298342542,0.1826923076923077,0.4848669510461101,0.6823573017049667,0.35514018691588783,0.6807307525010875,0.7562869822485205,0.48076923076923084,0.756578947368421,0.4950210691569734,0.33333333333333337,0.492286674335344,0.0
No,0.6763285024154588,0.0,0.0,0.0,0.31698895027624313,0.48076923076923084,0.3168799512492383,0.4255003706449222,0.14018691588785043,0.42453240539364945,0.27773668639053256,0.7692307692307693,0.2779605263157895,0.33989784290213354,0.19498750024038536,0.3392178660392352,0.0
Yes,0.5797101449275361,0.0,1.0,0.8649205849987094,0.5638812154696132,0.7788461538461539,0.5638838106845419,0.03743513713862115,0.2803738317757009,0.03740756850804697,0.427144970414201,0.27884615384615385,0.4268092105263158,0.1933005754693094,0.33333333333333337,0.19466104864887587,0.7564707973660301
No,0.323671497584541,0.0,0.0,0.0,0.3926104972375692,0.21153846153846156,0.3926467601056266,0.6719792438843588,0.4953271028037382,0.6702914310569812,0.23705621301775148,0.5288461538461539,0.23684210526315794,0.6348109431021974,0.33333333333333337,0.6334795163358493,0.7564707973660301
No,0.5990338164251208,0.0,0.0,0.0,0.6705801104972376,0.5288461538461539,0.6705261019703432,0.4158636026686434,0.7383177570093458,0.4149630274032188,0.4571005917159762,0.451923076923077,0.45723684210526316,0.627330744071585,0.7233083338141043,0.6251839084056775,0.0
No,0.8357487922705313,0.0,0.0,0.0,0.5421270718232044,0.47115384615384615,0.5421490960796261,0.38806523350630096,0.4392523364485981,0.3871248368856024,0.37315088757396436,0.05769230769230771,0.3733552631578947,0.5827290469633031,0.4406426982957874,0.5812447887186797,0.0
No,0.5555555555555555,0.0,1.0,0.8954878227854364,0.8062845303867404,0.33653846153846156,0.8062157221206581,0.41882876204595987,0.8878504672897196,0.41800782949108306,0.3720414201183431,0.5576923076923078,0.3717105263157895,0.5975425044676815,0.33333333333333337,0.5949203132372345,0.4425070493497598
No,0.35265700483091783,0.0,1.0,0.8881867130674567,0.5476519337016574,0.41346153846153844,0.5476335567743246,0.6704966641957005,0.45794392523364474,0.6689865158764681,0.26738165680473364,0.42307692307692313,0.2672697368421053,0.8258879797970413,0.33333333333333337,0.8232324806610046,0.4425070493497598
No,0.714975845410628,0.0,1.0,0.8481229852375862,0.5027624309392265,0.42307692307692313,0.5027422303473491,0.4544106745737584,0.15887850467289716,0.45324053936494135,0.7389053254437867,0.04807692307692313,0.7393092105263158,0.6724069049168652,0.33333333333333337,0.6696316316905065,0.7564707973660301
No,0.178743961352657,0.0,0.0,0.0,0.33183701657458564,0.48076923076923084,0.3317083079423116,0.3621200889547813,0.4672897196261681,0.3614615050021749,0.34504437869822474,0.5576923076923078,0.34457236842105265,0.3536717373596897,0.602451640685868,0.3518751452675658,0.4425070493497598
No,0.18840579710144928,0.0,1.0,0.9414092715765497,0.3901933701657459,0.25,0.390209222019094,0.3865826538176427,0.38317757009345793,0.38581992170508916,0.5488165680473371,0.5192307692307693,0.5485197368421053,0.2192401274223455,0.5283208335737187,0.21851201964075959,0.4425070493497598
No,0.20289855072463767,0.0,0.0,0.0,0.7472375690607735,0.548076923076923,0.7473085516961202,0.5470719051149,0.5327102803738317,0.5458895171813832,0.34060650887573957,0.1826923076923077,0.3404605263157895,0.4306286640479845,0.4406426982957874,0.42906232921968157,0.0
No,0.5410628019323671,0.0,0.0,0.0,0.31111878453038677,0.4326923076923077,0.3109892342067845,0.5233506300963677,0.6728971962616823,0.5219660722053066,0.23520710059171596,0.8750000000000001,0.23519736842105268,0.3605845581238345,0.7233083338141043,0.35949847972716653,0.0
No,0.6038647342995168,0.0,0.0,0.0,0.6094613259668508,0.21153846153846156,0.6093845216331505,0.5622683469236471,0.308411214953271,0.5611135276207047,0.32470414201183423,0.11538461538461542,0.3248355263157895,0.32619392904138583,0.0,0.326621509131759,0.0
Yes,0.7198067632850241,0.0,0.0,0.0,0.49654696132596693,0.5096153846153847,0.4964452569571399,0.3851000741289844,0.5887850467289719,0.3840800347977381,0.3065828402366863,0.5,0.30674342105263164,0.7639189298145346,0.33333333333333337,0.7628569029410582,1.0
No,0.6618357487922705,0.0,0.0,0.0,0.713743093922652,0.4326923076923077,0.713792403006297,0.3902891030392883,0.3364485981308411,0.38929969551979127,0.849112426035503,0.5384615384615384,0.8495065789473684,0.6124099540001144,0.6666666666666666,0.6113976681213192,0.7564707973660301
No,0.7777777777777777,0.0,1.0,0.969739174232513,0.6553867403314917,0.47115384615384615,0.6552914889295144,0.45589325426241656,0.34579439252336447,0.4549804262722923,0.6985946745562128,0.125,0.699013157894737,0.6348109431021974,0.19498750024038536,0.6334795163358493,0.0
No,0.7053140096618357,0.0,0.0,0.0,0.7372237569060773,0.33653846153846156,0.7371521430022343,0.31022979985174204,0.35514018691588783,0.30969986950848194,0.39497041420118334,0.5865384615384616,0.39473684210526316,0.33989784290213354,0.4406426982957874,0.3392178660392352,0.7564707973660301
No,0.429951690821256,0.0,0.0,0.0,0.581146408839779,0.9423076923076924,0.5811497054641478,0.5985915492957746,0.6542056074766356,0.5972161809482384,0.32063609467455617,0.548076923076923,0.3207236842105263,0.2922484596232696,0.4406426982957874,0.2916816702421886,0.0
No,0.40579710144927533,0.0,0.0,0.0,0.6930248618784531,0.5865384615384616,0.6930733292707699,0.34099332839140095,0.4392523364485981,0.3401478903871248,0.45303254437869805,0.4903846153846154,0.4531250000000001,0.627330744071585,0.33333333333333337,0.6251839084056775,0.0
No,0.23671497584541062,0.0,0.0,0.0,0.42127071823204426,0.40384615384615385,0.4212878326223847,0.5859896219421794,0.23364485981308408,0.5846020008699434,0.42788461538461536,0.6057692307692307,0.4276315789473685,0.2127235023747936,0.19498750024038536,0.21371967651150128,0.0
Yes,0.3913043478260869,0.0,0.0,0.0,0.9157458563535913,0.5865384615384616,0.9157018078407474,0.42920681986656783,0.4953271028037382,0.42844715093518926,0.7559171597633136,0.24038461538461542,0.7557565789473685,0.6049695213742917,0.4406426982957874,0.6031499324455777,0.0
Yes,0.6908212560386473,0.0,0.0,0.0,0.09150552486187845,0.6634615384615384,0.09140767824497259,0.04410674573758336,0.35514018691588783,0.0439321444106133,0.3968195266272188,0.4903846153846154,0.397203947368421,0.3536717373596897,0.6666666666666666,0.3518751452675658,1.0
No,0.21739130434782608,0.0,0.0,0.0,0.6180939226519336,0.23076923076923073,0.6181190331098922,0.3676797627872498,0.5327102803738317,0.36668116572422793,0.4134615384615384,0.6250000000000001,0.4136513157894737,0.3536717373596897,0.33333333333333337,0.3518751452675658,0.4425070493497598
No,0.3333333333333333,0.0,0.0,0.0,0.4665055248618784,0.48076923076923084,0.4663822872232378,0.33358042994810966,0.514018691588785,0.332753371030883,0.6024408284023668,0.2692307692307693,0.6027960526315789,0.8571491506658239,0.19498750024038536,0.8551736878292444,0.0
No,0.6908212560386473,0.0,0.0,0.0,0.5732044198895028,0.4903846153846154,0.5732277066829169,0.8832468495181616,0.2523364485981308,0.8812527185732928,0.5854289940828401,0.6826923076923078,0.5855263157894737,0.7179413021834025,0.19498750024038536,0.7145750259092847,0.0
No,0.5555555555555555,0.0,0.0,0.0,0.6225828729281768,0.5384615384615384,0.622587852935202,0.5174203113417346,0.29906542056074764,0.5163114397564158,0.7869822485207099,0.5865384615384616,0.7870065789473684,0.6724069049168652,0.5283208335737187,0.6696316316905065,0.7564707973660301
No,0.2608695652173913,0.0,1.0,0.8206188887271375,0.450621546961326,0.7211538461538461,0.4505382896607759,0.2627872498146775,0.4485981308411215,0.2622879512831666,0.4068047337278105,0.40384615384615385,0.40707236842105265,0.5532668077147089,0.19498750024038536,0.551338801244861,0.7564707973660301
No,0.3333333333333333,0.0,1.0,0.8107403422607161,0.7403314917127072,0.5096153846153847,0.7404021937842779,0.7209043736100815,0.4766355140186915,0.7190082644628099,0.5806213017751478,0.1923076923076923,0.5805921052631579,0.46624982359509315,0.4406426982957874,0.46578847258027145,0.0
Yes,0.5072463768115941,0.0,0.0,0.0,0.6060082872928176,0.46153846153846156,0.6059313426772293,0.681986656782802,0.35514018691588783,0.6802957807742497,0.46486686390532533,0.3846153846153847,0.46463815789473684,0.6573298280384005,0.0,0.6556878805091565,0.4425070493497598
No,0.6135265700483091,0.0,1.0,0.8566617910518294,0.49792817679558016,0.5384615384615384,0.49786715417428395,0.5956263899184582,0.3644859813084112,0.5941713788603741,0.9515532544378698,0.28846153846153844,0.9523026315789473,0.38142480947783153,0.6666666666666666,0.3799323730986056,0.0
Yes,0.4492753623188405,0.0,0.0,0.0,0.42403314917127083,0.548076923076923,0.42392849888279505,0.3328391401037806,0.5046728971962615,0.3323183993040453,0.45821005917159746,0.34615384615384615,0.4580592105263157,0.33989784290213354,0.5283208335737187,0.3392178660392352,1.0
No,0.5314009661835748,0.0,0.0,0.0,0.6187845303867404,0.673076923076923,0.6187284176315254,0.5311341734618236,0.27102803738317754,0.5297955632883862,0.4315828402366863,0.48076923076923084,0.43174342105263164,0.627330744071585,0.19498750024038536,0.6251839084056775,0.0
No,0.35265700483091783,0.0,1.0,0.9025832398429425,0.41091160220994477,0.5384615384615384,0.4109282957546211,0.21571534469977763,0.34579439252336447,0.21531100478468898,0.5044378698224852,0.08653846153846156,0.5041118421052632,0.5459360636288837,0.773976031629121,0.5432260892508143,0.4425070493497598
Yes,0.6135265700483091,0.0,0.0,0.0,0.7002762430939227,0.7403846153846155,0.7001828153564899,0.676056338028169,0.42990654205607476,0.6746411483253588,0.529585798816568,0.1923076923076923,0.5296052631578948,0.7716239672847851,0.4406426982957874,0.768572364797541,0.0
No,0.3913043478260869,0.0,0.0,0.0,0.37569060773480667,0.125,0.37558399349989846,0.48072646404744257,0.542056074766355,0.4797738147020444,0.1623520710059171,0.4423076923076923,0.16200657894736845,0.560611566810983,0.19498750024038536,0.5594702280665971,0.0
Yes,0.7439613526570048,0.0,0.0,0.0,0.581146408839779,0.5,0.5811497054641478,0.46590066716085987,0.5327102803738317,0.4649847759895607,0.481878698224852,0.6826923076923078,0.48190789473684215,0.4024148841354992,0.4406426982957874,0.4005169689215423,0.0
No,0.38164251207729466,0.0,0.0,0.0,0.3080110497237569,0.5,0.3079423115986187,0.39955522609340255,0.5607476635514017,0.3988690735102218,0.6934171597633134,0.13461538461538458,0.6932565789473685,0.33303706310295544,0.773976031629121,0.3316526981594837,0.0
No,0.3719806763285024,0.0,0.0,0.0,0.7520718232044199,0.4326923076923077,0.7519804996953078,0.41957005189028906,0.6074766355140186,0.4184428012179209,0.7329881656804731,0.548076923076923,0.7335526315789475,0.444830635807267,0.6666666666666666,0.4447484432886861,0.7564707973660301
No,0.429951690821256,0.0,0.0,0.0,0.4972375690607735,0.22115384615384615,0.4972577696526508,0.46478873239436613,0.3177570093457944,0.46367986080904733,0.22928994082840232,0.41346153846153844,0.2294407894736842,0.524028835213017,0.6666666666666666,0.5216844417922781,0.7564707973660301
No,0.4975845410628019,0.0,0.0,0.0,0.8401243093922651,0.5576923076923078,0.8401381271582368,0.05856189770200146,0.6168224299065421,0.05872118312309696,0.36057692307692296,0.8557692307692307,0.36019736842105265,0.46624982359509315,0.5283208335737187,0.46578847258027145,0.0
No,0.3478260869565217,0.0,0.0,0.0,0.43162983425414364,0.5961538461538461,0.43164736949014826,0.5489251297257228,0.23364485981308408,0.5476294040887342,0.400887573964497,0.23076923076923073,0.40049342105263164,0.702713204422056,0.4406426982957874,0.7004777185557671,0.0
No,0.4734299516908212,0.0,0.0,0.0,0.5631906077348066,0.375,0.563071297989031,0.5266864343958488,0.27102803738317754,0.5254458460200088,0.46301775147928986,0.6250000000000001,0.46299342105263164,0.3884050314188723,0.33333333333333337,0.3876340711542655,1.0
Yes,0.5748792270531401,0.0,0.0,0.0,0.6111878453038674,0.798076923076923,0.61121267519805,0.5344699777613047,0.5327102803738317,0.5332753371030883,0.37536982248520695,0.46153846153846156,0.375,0.16136678771681479,0.5283208335737187,0.1617441350522407,0.0
Yes,0.36714975845410625,0.0,0.0,0.0,0.7482734806629835,0.23076923076923073,0.7483241925655089,0.5207561156412157,0.7383177570093458,0.5193562418442801,0.7747781065088757,0.5865384615384616,0.774671052631579,0.46624982359509315,0.6666666666666666,0.46578847258027145,0.4425070493497598
